,player_A,player_B,winner,loser
85227,6,3,6,3
85228,6,4,4,6
85229,4,5,4,5
85230,0,7,0,7
85231,1,7,1,7
85232,2,4,4,2
85233,7,2,7,2
85234,4,6,4,6
85235,6,1,1,6
85236,6,4,4,6
85237,5,1,5,1
85238,2,0,2,0
85239,2,5,2,5
85240,1,0,0,1
85241,6,7,7,6
85242,5,0,5,0
85243,5,2,5,2
85244,4,5,4,5
85245,1,6,1,6
85246,2,3,2,3
85247,3,2,3,2
85248,6,0,6,0
85249,3,7,7,3
85250,3,4,4,3
85251,2,0,2,0
85252,7,4,4,7
85253,4,7,4,7
85254,6,2,6,2
85255,1,0,1,0
85256,7,5,5,7
85257,7,3,3,7
85258,4,1,4,1
85259,3,7,7,3
85260,4,7,7,4
85261,6,1,1,6
85262,1,5,5,1
85263,5,2,5,2
85264,6,0,6,0
85265,4,6,4,6
85266,2,7,7,2
85267,2,4,4,2
85268,2,0,0,2
85269,4,0,4,0
85270,6,0,0,6
85271,5,3,5,3
85272,4,6,4,6
85273,5,0,5,0
85274,7,2,7,2
85275,6,4,4,6
85276,1,6,1,6
85277,2,6,6,2
85278,2,6,6,2
85279,1,6,1,6
85280,6,3,3,6
85281,7,0,0,7
85282,6,7,6,7
85283,6,0,0,6
85284,0,6,6,0
85285,3,2,3,2
85286,4,6,6,4
85287,4,3,4,3
85288,1,2,1,2
85289,4,0,0,4
85290,1,3,1,3
85291,0,5,0,5
85292,4,5,4,5
85293,5,3,5,3
85294,3,4,4,3
85295,7,0,0,7
85296,3,1,3,1
85297,4,5,4,5
85298,0,3,0,3
85299,5,3,5,3
85300,1,6,1,6
85301,5,0,5,0
85302,4,0,4,0
85303,2,3,2,3
85304,0,1,1,0
85305,0,3,3,0
85306,6,0,6,0
85307,5,4,5,4
85308,1,2,2,1
85309,4,6,6,4
85310,0,2,0,2
85311,6,4,4,6
85312,0,1,1,0
85313,0,4,4,0
85314,7,5,5,7
85315,6,3,3,6
85316,2,6,2,6
85317,1,6,1,6
85318,6,0,6,0
85319,5,0,5,0
85320,5,1,5,1
85321,0,3,0,3
85322,0,4,4,0
85323,6,0,0,6
85324,6,2,2,6
85325,1,4,4,1
85326,7,5,5,7
85327,0,2,2,0
85328,2,0,0,2
85329,4,3,4,3
85330,5,3,5,3
85331,4,5,5,4
85332,3,5,5,3
85333,0,6,0,6
85334,1,2,1,2
85335,2,0,0,2
85336,3,0,0,3
85337,7,2,7,2
85338,4,2,4,2
85339,7,5,5,7
85340,0,3,3,0
85341,5,1,1,5
85342,2,6,2,6
85343,1,5,5,1
85344,5,1,5,1
85345,0,5,5,0
85346,1,7,1,7
85347,3,1,3,1
85348,2,1,1,2
85349,6,1,6,1
85350,3,4,4,3
85351,1,4,1,4
85352,4,3,4,3
85353,5,6,5,6
85354,1,4,4,1
85355,0,5,5,0
85356,0,1,1,0
85357,6,1,1,6
85358,0,1,0,1
85359,6,4,4,6
85360,2,6,2,6
85361,7,5,5,7
85362,6,7,7,6
85363,3,0,0,3
85364,1,4,4,1
85365,1,0,1,0
85366,6,4,6,4
85367,1,7,7,1
85368,4,7,4,7
85369,5,1,5,1
85370,1,0,0,1
85371,6,3,3,6
85372,1,3,3,1
85373,4,5,4,5
85374,5,4,5,4
85375,2,7,2,7
85376,6,2,2,6
85377,5,3,5,3
85378,1,6,6,1
85379,3,4,4,3
85380,7,0,0,7
85381,0,2,0,2
85382,0,1,1,0
85383,3,4,4,3
85384,2,1,1,2
85385,2,6,2,6
85386,7,5,7,5
85387,3,6,6,3
85388,2,0,0,2
85389,7,0,7,0
85390,0,5,5,0
85391,7,4,7,4
85392,6,7,6,7
85393,5,3,3,5
85394,4,5,5,4
85395,7,2,2,7
85396,4,1,4,1
85397,1,0,1,0
85398,5,2,5,2
85399,5,0,5,0
85400,1,5,1,5
85401,6,4,4,6
85402,6,7,6,7
85403,4,1,1,4
85404,2,3,3,2
85405,1,6,6,1
85406,6,2,2,6
85407,1,0,1,0
85408,1,6,1,6
85409,6,5,5,6
85410,3,6,3,6
85411,3,5,5,3
85412,5,7,7,5
85413,7,5,5,7
85414,3,1,3,1
85415,3,1,1,3
85416,6,4,6,4
85417,5,1,5,1
85418,7,6,7,6
85419,1,5,1,5
85420,7,0,0,7
85421,7,2,7,2
85422,3,5,5,3
85423,4,5,5,4
85424,7,2,2,7
85425,3,6,3,6
85426,1,2,2,1
85427,4,1,4,1
85428,2,0,0,2
85429,2,0,0,2
85430,2,0,2,0
85431,3,4,4,3
85432,7,4,4,7
85433,7,0,0,7
85434,4,1,1,4
85435,6,1,1,6
85436,0,6,0,6
85437,2,0,2,0
85438,0,7,0,7
85439,6,5,6,5
85440,1,4,4,1
85441,7,6,6,7
85442,1,7,1,7
85443,3,1,1,3
85444,7,5,7,5
85445,4,0,4,0
85446,2,0,2,0
85447,7,3,7,3
85448,3,7,3,7
85449,5,6,5,6
85450,6,0,0,6
85451,1,7,1,7
85452,4,7,4,7
85453,3,4,4,3
85454,3,6,6,3
85455,6,4,4,6
85456,0,6,6,0
85457,2,3,3,2
85458,7,3,3,7
85459,0,5,5,0
85460,0,6,0,6
85461,0,4,4,0
85462,0,2,2,0
85463,2,1,2,1
85464,4,7,7,4
85465,2,7,7,2
85466,0,1,1,0
85467,1,0,1,0
85468,7,0,0,7
85469,7,2,2,7
85470,4,6,6,4
85471,2,6,2,6
85472,2,1,2,1
85473,4,6,4,6
85474,0,7,0,7
85475,2,0,2,0
85476,1,6,1,6
85477,6,0,6,0
85478,4,2,2,4
85479,4,5,5,4
85480,6,3,3,6
85481,1,7,1,7
85482,1,7,7,1
85483,6,5,5,6
85484,0,5,5,0
85485,2,5,5,2
85486,0,4,4,0
85487,4,1,4,1
85488,7,2,2,7
85489,3,0,0,3
85490,0,5,5,0
85491,5,0,0,5
85492,4,2,2,4
85493,3,4,4,3
85494,4,7,4,7
85495,7,5,7,5
85496,6,0,0,6
85497,0,1,1,0
85498,5,4,5,4
85499,5,4,4,5
85500,1,6,1,6
85501,1,7,1,7
85502,1,4,4,1
85503,5,6,5,6
85504,7,4,4,7
85505,7,1,1,7
85506,4,3,4,3
85507,4,0,0,4
85508,0,2,0,2
85509,1,6,1,6
85510,7,3,7,3
85511,6,1,1,6
85512,6,7,7,6
85513,7,1,7,1
85514,3,4,4,3
85515,4,3,4,3
85516,5,1,1,5
85517,7,6,7,6
85518,3,0,0,3
85519,5,3,5,3
85520,2,0,2,0
85521,7,1,1,7
85522,4,5,4,5
85523,1,5,5,1
85524,1,4,4,1
85525,1,0,0,1
85526,7,6,6,7
85527,1,0,0,1
85528,6,4,4,6
85529,6,1,1,6
85530,2,6,6,2
85531,0,4,4,0
85532,1,4,4,1
85533,6,3,6,3
85534,3,1,1,3
85535,7,5,7,5
85536,0,3,0,3
85537,2,1,1,2
85538,1,4,4,1
85539,1,6,6,1
85540,7,4,7,4
85541,3,1,3,1
85542,4,2,4,2
85543,1,6,1,6
85544,2,6,2,6
85545,2,5,2,5
85546,5,0,5,0
85547,2,6,2,6
85548,5,1,5,1
85549,2,0,0,2
85550,0,1,0,1
85551,7,2,2,7
85552,2,4,4,2
85553,0,6,0,6
85554,4,3,4,3
85555,3,0,0,3
85556,2,0,2,0
85557,6,5,5,6
85558,1,3,1,3
85559,5,1,5,1
85560,0,3,0,3
85561,3,2,3,2
85562,5,0,5,0
85563,7,3,3,7
85564,7,3,3,7
85565,1,5,5,1
85566,3,4,4,3
85567,0,3,0,3
85568,5,4,4,5
85569,3,7,7,3
85570,7,2,2,7
85571,6,3,6,3
85572,2,6,2,6
85573,7,0,0,7
85574,2,3,2,3
85575,3,1,3,1
85576,6,2,6,2
85577,1,4,4,1
85578,7,0,7,0
85579,3,5,5,3
85580,1,7,7,1
85581,0,2,2,0
85582,5,3,5,3
85583,4,7,4,7
85584,3,4,4,3
85585,2,0,0,2
85586,4,0,0,4
85587,1,5,5,1
85588,5,6,5,6
85589,5,6,5,6
85590,1,6,1,6
85591,1,2,1,2
85592,1,2,1,2
85593,6,7,6,7
85594,7,0,0,7
85595,0,7,0,7
85596,0,3,3,0
85597,0,1,0,1
85598,2,6,2,6
85599,1,2,1,2
85600,6,0,6,0
85601,0,4,4,0
85602,1,7,1,7
85603,3,2,3,2
85604,5,4,4,5
85605,1,2,2,1
85606,3,1,3,1
85607,1,3,3,1
85608,1,2,1,2
85609,2,7,7,2
85610,5,2,5,2
85611,3,5,5,3
85612,2,0,0,2
85613,1,7,7,1
85614,4,0,4,0
85615,0,7,0,7
85616,1,6,6,1
85617,3,1,1,3
85618,0,1,1,0
85619,6,7,6,7
85620,0,1,1,0
85621,0,1,0,1
85622,2,6,2,6
85623,6,3,6,3
85624,4,6,4,6
85625,0,2,2,0
85626,0,2,0,2
85627,7,0,0,7
85628,7,6,6,7
85629,3,7,3,7
85630,4,6,4,6
85631,4,7,4,7
85632,2,4,4,2
85633,1,4,4,1
85634,5,3,5,3
85635,3,6,6,3
85636,5,4,4,5
85637,4,0,4,0
85638,2,3,3,2
85639,3,0,0,3
85640,4,3,3,4
85641,2,5,5,2
85642,5,0,5,0
85643,7,1,7,1
85644,0,2,2,0
85645,3,2,2,3
85646,0,4,4,0
85647,0,6,6,0
85648,2,5,2,5
85649,1,4,4,1
85650,4,1,4,1
85651,3,5,5,3
85652,0,3,0,3
85653,3,6,3,6
85654,0,3,0,3
85655,6,3,3,6
85656,2,3,3,2
85657,5,6,5,6
85658,0,4,0,4
85659,4,6,4,6
85660,2,6,2,6
85661,3,2,2,3
85662,4,2,4,2
85663,3,4,4,3
85664,3,2,2,3
85665,1,2,1,2
85666,6,2,6,2
85667,4,7,4,7
85668,7,3,7,3
85669,5,6,6,5
85670,5,4,4,5
85671,6,4,4,6
85672,1,3,1,3
85673,6,1,1,6
85674,6,2,6,2
85675,4,7,4,7
85676,5,4,4,5
85677,2,6,2,6
85678,0,2,0,2
85679,7,2,7,2
85680,6,1,1,6
85681,7,5,5,7
85682,5,0,5,0
85683,4,1,4,1
85684,3,6,6,3
85685,7,6,6,7
85686,1,6,1,6
85687,3,5,5,3
85688,0,1,1,0
85689,2,5,5,2
85690,3,4,4,3
85691,0,7,0,7
85692,3,5,5,3
85693,6,1,6,1
85694,3,1,1,3
85695,3,0,0,3
85696,1,5,5,1
85697,0,7,0,7
85698,2,0,2,0
85699,4,2,4,2
85700,3,6,6,3
85701,3,5,5,3
85702,2,0,0,2
85703,2,6,2,6
85704,7,0,0,7
85705,6,3,3,6
85706,6,5,6,5
85707,5,1,5,1
85708,4,2,4,2
85709,1,7,1,7
85710,1,2,2,1
85711,3,0,0,3
85712,6,2,2,6
85713,7,6,7,6
85714,3,7,7,3
85715,4,6,4,6
85716,3,7,3,7
85717,0,7,7,0
85718,0,4,4,0
85719,3,7,7,3
85720,3,6,3,6
85721,1,3,3,1
85722,7,6,6,7
85723,3,7,7,3
85724,1,0,0,1
85725,7,1,1,7
85726,4,6,4,6
85727,4,7,4,7
85728,7,6,6,7
85729,7,1,1,7
85730,0,6,0,6
85731,6,0,6,0
85732,2,0,2,0
85733,4,3,4,3
85734,4,2,2,4
85735,1,7,7,1
85736,1,0,1,0
85737,1,7,7,1
85738,3,0,3,0
85739,0,1,1,0
85740,5,6,5,6
85741,5,1,5,1
85742,3,0,0,3
85743,6,3,6,3
85744,3,5,5,3
85745,1,2,1,2
85746,5,3,3,5
85747,0,5,5,0
85748,3,0,0,3
85749,1,2,1,2
85750,4,7,4,7
85751,6,3,6,3
85752,7,0,7,0
85753,2,0,0,2
85754,0,2,0,2
85755,7,5,7,5
85756,0,5,5,0
85757,0,5,0,5
85758,6,4,4,6
85759,7,6,6,7
85760,0,4,4,0
85761,3,5,3,5
85762,3,7,3,7
85763,7,3,7,3
85764,5,0,5,0
85765,1,3,1,3
85766,4,6,4,6
85767,7,3,7,3
85768,7,4,4,7
85769,4,5,4,5
85770,3,6,3,6
85771,6,4,4,6
85772,6,2,6,2
85773,6,0,6,0
85774,4,5,4,5
85775,0,6,6,0
85776,1,5,1,5
85777,3,0,0,3
85778,0,1,1,0
85779,2,6,2,6
85780,7,1,1,7
85781,5,1,1,5
85782,0,1,0,1
85783,1,2,2,1
85784,2,0,2,0
85785,1,7,1,7
85786,5,0,5,0
85787,2,7,7,2
85788,4,2,4,2
85789,6,3,3,6
85790,5,7,5,7
85791,1,0,1,0
85792,4,5,5,4
85793,7,1,1,7
85794,0,5,0,5
85795,0,1,1,0
85796,2,4,4,2
85797,3,6,6,3
85798,5,7,5,7
85799,5,7,5,7
85800,5,1,1,5
85801,1,5,1,5
85802,6,0,0,6
85803,4,3,3,4
85804,2,1,2,1
85805,1,3,1,3
85806,4,5,4,5
85807,0,2,2,0
85808,5,7,5,7
85809,2,6,6,2
85810,3,0,0,3
85811,3,6,3,6
85812,7,3,3,7
85813,3,6,6,3
85814,5,7,5,7
85815,7,2,7,2
85816,5,7,5,7
85817,6,4,4,6
85818,2,0,0,2
85819,0,2,0,2
85820,1,7,1,7
85821,6,3,6,3
85822,0,2,2,0
85823,0,6,6,0
85824,4,5,5,4
85825,0,4,0,4
85826,7,5,5,7
85827,1,5,5,1
85828,3,1,1,3
85829,1,7,7,1
85830,5,2,5,2
85831,6,4,4,6
85832,2,7,2,7
85833,3,4,3,4
85834,4,5,4,5
85835,3,6,3,6
85836,3,1,3,1
85837,4,7,4,7
85838,0,3,3,0
85839,3,2,2,3
85840,5,2,2,5
85841,6,7,6,7
85842,1,4,4,1
85843,3,5,5,3
85844,1,4,4,1
85845,7,3,3,7
85846,0,4,4,0
85847,2,5,5,2
85848,2,1,1,2
85849,0,5,5,0
85850,6,2,2,6
85851,0,1,0,1
85852,2,0,0,2
85853,6,1,1,6
85854,3,5,5,3
85855,4,2,2,4
85856,7,1,1,7
85857,2,7,2,7
85858,7,0,0,7
85859,3,7,7,3
85860,3,2,3,2
85861,6,2,2,6
85862,1,7,1,7
85863,3,0,0,3
85864,6,7,6,7
85865,0,3,0,3
85866,0,2,0,2
85867,3,2,2,3
85868,5,6,5,6
85869,0,3,3,0
85870,1,4,4,1
85871,6,0,0,6
85872,3,4,3,4
85873,2,5,5,2
85874,6,0,0,6
85875,3,6,6,3
85876,3,0,3,0
85877,2,4,4,2
85878,5,1,5,1
85879,4,7,4,7
85880,3,5,5,3
85881,1,5,5,1
85882,0,4,4,0
85883,2,6,2,6
85884,6,0,0,6
85885,0,4,4,0
85886,5,2,5,2
85887,1,3,1,3
85888,7,0,0,7
85889,4,6,4,6
85890,7,5,7,5
85891,3,4,4,3
85892,1,2,1,2
85893,4,1,1,4
85894,4,0,4,0
85895,5,1,5,1
85896,1,4,1,4
85897,0,6,0,6
85898,7,1,1,7
85899,0,6,0,6
85900,7,3,7,3
85901,2,1,1,2
85902,0,6,0,6
85903,2,3,2,3
85904,6,7,7,6
85905,1,4,1,4
85906,2,3,2,3
85907,2,6,6,2
85908,1,2,1,2
85909,0,4,4,0
85910,4,2,4,2
85911,6,0,6,0
85912,1,0,1,0
85913,7,5,5,7
85914,6,1,1,6
85915,7,5,5,7
85916,4,3,4,3
85917,3,7,7,3
85918,4,1,1,4
85919,3,2,2,3
85920,5,2,5,2
85921,4,3,3,4
85922,0,5,5,0
85923,3,6,3,6
85924,5,0,5,0
85925,3,2,2,3
85926,0,3,0,3
85927,2,7,2,7
85928,4,5,5,4
85929,0,6,6,0
85930,1,7,1,7
85931,7,6,6,7
85932,4,0,0,4
85933,7,4,4,7
85934,7,4,4,7
85935,2,3,2,3
85936,4,3,4,3
85937,2,1,2,1
85938,7,2,7,2
85939,0,2,2,0
85940,3,2,3,2
85941,0,6,6,0
85942,7,1,7,1
85943,3,2,2,3
85944,1,5,1,5
85945,3,6,3,6
85946,1,2,2,1
85947,5,3,3,5
85948,3,2,2,3
85949,3,1,1,3
85950,5,7,5,7
85951,7,2,2,7
85952,5,4,5,4
85953,2,7,2,7
85954,3,4,4,3
85955,4,3,4,3
85956,0,7,0,7
85957,2,3,2,3
85958,4,6,4,6
85959,5,0,5,0
85960,0,6,0,6
85961,5,3,5,3
85962,0,5,5,0
85963,1,6,1,6
85964,2,4,4,2
85965,6,7,7,6
85966,7,1,7,1
85967,7,5,5,7
85968,3,0,0,3
85969,1,0,0,1
85970,6,1,1,6
85971,5,6,6,5
85972,1,6,1,6
85973,5,2,5,2
85974,4,7,4,7
85975,2,1,1,2
85976,0,4,4,0
85977,3,1,3,1
85978,4,3,4,3
85979,5,3,3,5
85980,4,3,4,3
85981,5,4,4,5
85982,5,4,5,4
85983,2,7,2,7
85984,6,5,5,6
85985,2,7,7,2
85986,2,0,2,0
85987,3,4,4,3
85988,2,1,2,1
85989,1,3,1,3
85990,1,6,1,6
85991,6,2,2,6
85992,6,7,6,7
85993,7,2,2,7
85994,6,0,0,6
85995,1,3,1,3
85996,1,7,1,7
85997,4,5,4,5
85998,0,5,5,0
85999,4,0,4,0
86000,0,3,0,3
86001,3,0,3,0
86002,6,4,4,6
86003,1,6,6,1
86004,3,5,5,3
86005,5,6,6,5
86006,7,0,0,7
86007,0,3,0,3
86008,1,7,1,7
86009,5,0,5,0
86010,3,5,5,3
86011,0,6,6,0
86012,6,4,4,6
86013,6,2,6,2
86014,3,5,5,3
86015,5,1,5,1
86016,4,3,3,4
86017,1,4,4,1
86018,1,6,1,6
86019,1,3,1,3
86020,4,2,4,2
86021,1,6,1,6
86022,7,1,1,7
86023,7,6,7,6
86024,6,0,6,0
86025,6,7,7,6
86026,6,4,4,6
86027,2,3,2,3
86028,3,2,2,3
86029,0,6,6,0
86030,5,6,5,6
86031,7,6,7,6
86032,6,5,5,6
86033,5,6,6,5
86034,5,7,7,5
86035,0,6,0,6
86036,7,4,4,7
86037,5,1,5,1
86038,2,0,0,2
86039,4,5,4,5
86040,7,3,7,3
86041,1,5,5,1
86042,1,3,3,1
86043,3,4,4,3
86044,5,7,5,7
86045,3,1,1,3
86046,1,3,1,3
86047,3,5,5,3
86048,2,5,5,2
86049,6,2,2,6
86050,6,3,6,3
86051,0,5,5,0
86052,6,5,5,6
86053,6,0,0,6
86054,4,2,4,2
86055,2,0,2,0
86056,2,3,2,3
86057,5,6,5,6
86058,6,7,7,6
86059,0,5,5,0
86060,5,1,5,1
86061,0,5,0,5
86062,5,0,5,0
86063,3,1,3,1
86064,6,2,2,6
86065,0,5,5,0
86066,4,2,4,2
86067,1,6,1,6
86068,5,4,4,5
86069,1,7,1,7
86070,4,7,4,7
86071,1,3,3,1
86072,1,3,3,1
86073,5,1,5,1
86074,3,6,3,6
86075,3,1,1,3
86076,3,2,2,3
86077,7,2,2,7
86078,2,1,2,1
86079,4,7,4,7
86080,6,1,1,6
86081,3,2,3,2
86082,1,3,1,3
86083,3,5,5,3
86084,5,0,5,0
86085,1,5,5,1
86086,6,7,6,7
86087,2,0,2,0
86088,2,3,2,3
86089,2,7,2,7
86090,0,5,0,5
86091,1,6,1,6
86092,0,3,0,3
86093,0,5,5,0
86094,4,6,6,4
86095,6,5,5,6
86096,5,6,5,6
86097,2,5,5,2
86098,2,5,5,2
86099,5,6,5,6
86100,5,6,5,6
86101,3,0,0,3
86102,4,2,4,2
86103,4,6,4,6
86104,5,1,5,1
86105,6,3,6,3
86106,0,2,2,0
86107,4,7,4,7
86108,7,2,7,2
86109,6,2,2,6
86110,6,2,2,6
86111,5,2,2,5
86112,5,6,5,6
86113,6,3,3,6
86114,3,2,3,2
86115,7,3,3,7
86116,1,3,1,3
86117,4,5,4,5
86118,5,0,5,0
86119,6,5,6,5
86120,1,5,1,5
86121,7,2,2,7
86122,5,7,5,7
86123,5,4,5,4
86124,1,4,4,1
86125,1,0,0,1
86126,7,2,2,7
86127,7,2,2,7
86128,0,5,5,0
86129,2,4,2,4
86130,0,3,0,3
86131,6,7,7,6
86132,7,3,7,3
86133,0,4,4,0
86134,3,7,3,7
86135,0,1,0,1
86136,5,6,5,6
86137,7,4,4,7
86138,4,2,2,4
86139,3,7,7,3
86140,2,3,3,2
86141,5,2,5,2
86142,1,7,1,7
86143,0,6,0,6
86144,5,7,7,5
86145,0,3,3,0
86146,4,7,4,7
86147,4,3,4,3
86148,4,7,4,7
86149,3,4,4,3
86150,0,5,5,0
86151,0,1,1,0
86152,1,4,1,4
86153,0,1,0,1
86154,0,4,4,0
86155,4,5,4,5
86156,1,6,1,6
86157,1,0,0,1
86158,0,3,0,3
86159,2,0,2,0
86160,4,0,4,0
86161,7,1,1,7
86162,7,4,4,7
86163,6,4,4,6
86164,4,1,4,1
86165,5,2,2,5
86166,6,2,6,2
86167,5,2,5,2
86168,1,3,1,3
86169,5,2,5,2
86170,4,6,4,6
86171,2,1,2,1
86172,4,0,0,4
86173,5,3,3,5
86174,1,2,2,1
86175,1,4,1,4
86176,5,2,2,5
86177,6,2,6,2
86178,3,6,6,3
86179,2,3,2,3
86180,6,7,7,6
86181,4,7,4,7
86182,5,2,5,2
86183,6,3,3,6
86184,0,6,0,6
86185,3,1,1,3
86186,2,1,1,2
86187,3,7,3,7
86188,1,2,2,1
86189,6,5,5,6
86190,5,7,5,7
86191,3,2,3,2
86192,0,4,4,0
86193,6,4,6,4
86194,3,2,2,3
86195,2,7,7,2
86196,3,4,4,3
86197,3,1,1,3
86198,1,6,1,6
86199,0,2,2,0
86200,7,2,7,2
86201,0,2,0,2
86202,3,5,5,3
86203,1,4,1,4
86204,3,5,5,3
86205,6,2,2,6
86206,7,3,7,3
86207,7,2,2,7
86208,7,3,3,7
86209,4,7,4,7
86210,6,5,5,6
86211,7,1,1,7
86212,1,5,5,1
86213,3,6,3,6
86214,6,7,6,7
86215,7,6,6,7
86216,3,1,1,3
86217,1,0,1,0
86218,2,6,2,6
86219,6,7,6,7
86220,5,4,5,4
86221,4,5,4,5
86222,5,6,5,6
86223,2,0,0,2
86224,5,2,5,2
86225,0,2,0,2
86226,3,7,7,3
86227,3,2,2,3
86228,3,2,2,3
86229,2,7,2,7
86230,1,0,0,1
86231,4,6,4,6
86232,7,2,2,7
86233,5,2,5,2
86234,0,5,5,0
86235,3,6,6,3
86236,7,2,2,7
86237,1,2,2,1
86238,7,3,7,3
86239,7,1,1,7
86240,2,3,2,3
86241,3,7,7,3
86242,2,0,2,0
86243,0,1,1,0
86244,5,7,5,7
86245,0,2,0,2
86246,1,4,4,1
86247,4,0,4,0
86248,3,5,5,3
86249,0,6,0,6
86250,1,2,1,2
86251,7,2,7,2
86252,1,4,4,1
86253,6,7,6,7
86254,4,1,4,1
86255,1,3,3,1
86256,6,7,6,7
86257,6,2,2,6
86258,1,5,5,1
86259,0,4,4,0
86260,5,0,0,5
86261,3,5,3,5
86262,1,0,1,0
86263,2,0,2,0
86264,5,1,5,1
86265,3,6,6,3
86266,6,3,3,6
86267,2,6,6,2
86268,3,7,3,7
86269,5,3,3,5
86270,7,2,2,7
86271,4,0,0,4
86272,4,5,4,5
86273,2,1,1,2
86274,4,2,2,4
86275,0,5,0,5
86276,5,2,5,2
86277,5,4,4,5
86278,5,4,4,5
86279,1,4,4,1
86280,5,1,5,1
86281,1,7,1,7
86282,0,3,3,0
86283,1,0,1,0
86284,6,0,0,6
86285,5,6,6,5
86286,4,2,4,2
86287,6,1,1,6
86288,5,3,5,3
86289,4,3,4,3
86290,2,7,7,2
86291,3,5,5,3
86292,1,7,1,7
86293,5,2,5,2
86294,5,1,1,5
86295,1,5,5,1
86296,0,5,5,0
86297,6,7,7,6
86298,2,0,0,2
86299,0,2,2,0
86300,1,3,1,3
86301,0,6,6,0
86302,4,3,4,3
86303,7,4,4,7
86304,1,0,0,1
86305,2,1,2,1
86306,4,6,4,6
86307,7,1,1,7
86308,5,4,4,5
86309,0,7,0,7
86310,7,4,7,4
86311,1,5,1,5
86312,0,5,5,0
86313,6,0,0,6
86314,3,0,3,0
86315,4,1,1,4
86316,5,6,5,6
86317,5,0,5,0
86318,1,0,1,0
86319,0,4,4,0
86320,4,7,4,7
86321,7,5,5,7
86322,7,6,7,6
86323,1,0,1,0
86324,4,3,4,3
86325,0,2,2,0
86326,4,6,4,6
86327,7,2,2,7
86328,1,5,5,1
86329,2,0,2,0
86330,6,7,6,7
86331,2,3,3,2
86332,0,6,6,0
86333,4,6,4,6
86334,2,5,5,2
86335,6,4,4,6
86336,7,6,6,7
86337,4,3,4,3
86338,6,3,6,3
86339,3,2,3,2
86340,4,5,4,5
86341,5,4,5,4
86342,4,0,4,0
86343,7,6,7,6
86344,4,1,4,1
86345,0,3,0,3
86346,7,1,1,7
86347,5,0,5,0
86348,7,6,6,7
86349,0,5,5,0
86350,6,2,2,6
86351,7,2,2,7
86352,2,7,7,2
86353,4,7,4,7
86354,0,1,1,0
86355,5,0,0,5
86356,7,5,5,7
86357,5,0,5,0
86358,7,5,5,7
86359,4,0,4,0
86360,7,0,0,7
86361,3,7,7,3
86362,1,0,0,1
86363,6,7,6,7
86364,3,2,2,3
86365,2,7,2,7
86366,6,7,7,6
86367,4,5,4,5
86368,3,6,3,6
86369,7,1,1,7
86370,3,6,3,6
86371,0,4,4,0
86372,3,7,3,7
86373,1,3,1,3
86374,3,7,7,3
86375,7,3,7,3
86376,2,7,2,7
86377,3,1,1,3
86378,1,3,3,1
86379,3,4,3,4
86380,4,1,4,1
86381,5,2,5,2
86382,7,2,7,2
86383,4,1,4,1
86384,0,5,0,5
86385,3,2,2,3
86386,3,0,0,3
86387,2,6,6,2
86388,0,1,1,0
86389,4,2,4,2
86390,3,4,4,3
86391,1,4,4,1
86392,0,5,0,5
86393,3,4,4,3
86394,6,1,6,1
86395,4,2,4,2
86396,4,7,7,4
86397,2,0,2,0
86398,2,7,2,7
86399,4,0,4,0
86400,4,0,4,0
86401,5,3,5,3
86402,1,4,4,1
86403,6,3,3,6
86404,3,7,7,3
86405,3,1,1,3
86406,6,7,6,7
86407,2,3,2,3
86408,5,0,0,5
86409,1,0,1,0
86410,2,6,6,2
86411,6,7,6,7
86412,7,6,6,7
86413,4,2,4,2
86414,3,7,7,3
86415,5,3,5,3
86416,3,6,3,6
86417,6,3,3,6
86418,7,2,2,7
86419,7,0,0,7
86420,5,4,5,4
86421,1,0,1,0
86422,4,5,5,4
86423,3,1,1,3
86424,7,1,1,7
86425,6,0,0,6
86426,1,6,1,6
86427,6,5,6,5
86428,2,3,2,3
86429,3,0,0,3
86430,7,6,7,6
86431,6,1,1,6
86432,4,3,4,3
86433,6,2,2,6
86434,1,0,1,0
86435,4,3,4,3
86436,2,4,4,2
86437,6,0,0,6
86438,2,0,0,2
86439,5,1,1,5
86440,4,1,4,1
86441,1,3,1,3
86442,0,7,7,0
86443,7,1,1,7
86444,3,2,2,3
86445,1,4,4,1
86446,0,7,0,7
86447,3,2,2,3
86448,4,1,4,1
86449,7,1,7,1
86450,4,7,4,7
86451,4,6,4,6
86452,1,5,1,5
86453,7,5,5,7
86454,4,2,4,2
86455,0,6,0,6
86456,1,3,1,3
86457,4,3,4,3
86458,6,7,7,6
86459,0,4,0,4
86460,3,6,6,3
86461,6,5,5,6
86462,7,6,6,7
86463,1,5,1,5
86464,2,4,4,2
86465,7,1,1,7
86466,3,0,0,3
86467,6,2,2,6
86468,0,3,0,3
86469,0,2,0,2
86470,0,3,3,0
86471,1,5,1,5
86472,7,2,2,7
86473,7,5,5,7
86474,1,6,1,6
86475,5,6,5,6
86476,2,1,2,1
86477,5,0,0,5
86478,1,0,1,0
86479,7,3,7,3
86480,5,2,5,2
86481,0,4,4,0
86482,5,1,1,5
86483,6,1,1,6
86484,3,7,3,7
86485,3,6,3,6
86486,5,6,5,6
86487,5,1,5,1
86488,5,0,0,5
86489,4,2,4,2
86490,0,5,5,0
86491,3,2,2,3
86492,7,4,4,7
86493,5,0,5,0
86494,2,0,0,2
86495,6,0,6,0
86496,0,6,6,0
86497,7,4,4,7
